"","num_playersRushing","num_playersBlocking","man_coverage","fly","glide_in","glide_out","jet","other_motion","down_two","down_three","down_four","yards_to_go","yard_line","posteam_win_probability","gameId","playId","pff_passCoverage_Bracket","pff_passCoverage_Cover-0","pff_passCoverage_Cover-1","pff_passCoverage_Cover-1 Double","pff_passCoverage_Cover-2","pff_passCoverage_Cover-3","pff_passCoverage_Cover-3 Cloud Left","pff_passCoverage_Cover-3 Cloud Right","pff_passCoverage_Cover-3 Double Cloud","pff_passCoverage_Cover-3 Seam","pff_passCoverage_Cover-6 Right","pff_passCoverage_Cover 6-Left","pff_passCoverage_Goal Line","pff_passCoverage_Miscellaneous","pff_passCoverage_Prevent","pff_passCoverage_Quarters","pff_passCoverage_Red Zone","play_clock_remaining"
"11",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,30,0.458715658634901,2022100913,2604,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
"12",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,39,0.00199816527310759,2022102308,3304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27
"13",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,82,0.835948351770639,2022110607,3178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
"14",5,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,52,0.653260426595807,2022100207,681,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
"15",5,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,77,0.221304200589657,2022092505,3437,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"16",4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,13,39,0.432152882218361,2022100202,3292,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
"17",4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,63,0.629273071885109,2022091111,923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
"18",4,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,106,0.913005046546459,2022092506,1412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"19",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,85,0.186781570315361,2022091109,3544,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16
"20",3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,29,0.287366561591625,2022100900,3560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
"21",4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,13,0.248017374426126,2022091109,2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"22",4,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,6,36,0.158928856253624,2022091803,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"23",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,85,0.609058201313019,2022101700,3813,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26
"24",7,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,105,0.775682911276817,2022101608,1317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,15,43,0.75903606787324,2022092506,226,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
"26",5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,87,0.434497233480215,2022101609,888,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18
"27",4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,81,0.71654350310564,2022100913,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
"28",4,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,54,0.478396013379097,2022092503,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
"29",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,77,0.122346121817827,2022100904,3693,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15
"30",3,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,23,0.633564986288548,2022092511,2008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"31",5,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,81,0.4203916862607,2022101601,1919,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"32",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,32,0.737903896719217,2022091109,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
"33",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,81,0.832193406298757,2022092506,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
"34",4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,68,0.584182247519493,2022103001,664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"35",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,44,0.402689836919308,2022092502,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
"36",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16,79,0.289158623665571,2022091810,1677,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"37",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,87,0.348539344966412,2022091810,2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
"38",7,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,35,0.884578013792634,2022091811,713,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
"39",3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,48,0.0248657533588509,2022103001,3953,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10
"40",4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,74,0.977607329841703,2022103012,2252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"41",4,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,27,0.857161305844784,2022100908,552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"42",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,97,0.0345840901136398,2022091802,3557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"43",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,102,0.865461613982916,2022100207,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
"44",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,69,0.27978501021862,2022101605,3982,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29
"45",5,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,9,35,0.752470497041941,2022092503,3006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"46",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,41,0.0955018848180771,2022101604,3174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
"47",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,97,0.838068127632141,2022110606,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
"48",4,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,43,0.283272292464972,2022102000,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"49",4,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9,24,0.426371350884438,2022101600,1215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"50",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8,37,0.528597246855497,2022091500,2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
"51",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,91,0.815933374688029,2022100903,730,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21
"52",4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,79,0.810718011111021,2022103002,240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
"53",4,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,51,0.505452785640955,2022100907,3032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
"54",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,70,0.0439433166757226,2022102308,3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
"55",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,99,0.227496489882469,2022092510,2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
"56",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,100,0.0044059450738132,2022100910,3801,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21
"57",5,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9,36,0.599476411938667,2022101601,2092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"58",4,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,13,0.0393374096602201,2022091811,4032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"59",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,11,74,0.331982079893351,2022092509,1988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14
"60",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,27,0.0420160880312324,2022100908,2253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"61",4,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,97,0.0478614717721939,2022092200,3620,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"62",4,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,18,0.702494490891695,2022100208,1348,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"63",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,75,0.693286642432213,2022100600,2300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11
"64",4,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,77,0.439124554395676,2022100201,115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
"65",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,81,0.463015191257,2022092511,2346,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"66",3,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,8,55,0.487327978014946,2022101000,2631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"67",5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,79,0.284968268126249,2022100913,3486,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"68",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,72,0.00607635034248233,2022102309,3883,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29
"69",4,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,35,0.422090500593185,2022103003,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
"70",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,100,0.949451914057136,2022100213,2724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
"71",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,17,28,0.599478513002396,2022103001,2165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
"72",5,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,74,0.882903264835477,2022091109,1772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"73",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,86,0.671239878982306,2022100212,2342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12
"74",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,26,0.633931957185268,2022100213,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
"75",4,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,73,0.647166453301907,2022092600,3207,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"76",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,87,0.06058628577739,2022091104,2952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"77",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,48,0.932944951578975,2022102302,2261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
"78",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4,47,0.744666483253241,2022100903,1270,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"79",3,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,88,0.269572230055928,2022100202,835,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10
"80",4,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,71,0.395370692014694,2022101602,496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"81",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,32,0.56949844583869,2022091101,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
"82",4,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,48,0.84519074857235,2022092505,2669,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"83",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,63,0.78001294657588,2022101000,3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"84",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,29,0.163253966718912,2022092507,1647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"85",4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,7,62,0.0757529865950346,2022091112,2779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"86",4,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,104,0.0288335178047419,2022091812,2831,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"87",3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,99,0.692094687372446,2022092503,2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"88",4,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,64,0.480990719050169,2022101000,516,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"89",5,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,52,0.129786560311913,2022103008,672,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"90",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,32,0.059618653729558,2022103008,2242,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12
"91",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,88,0.659130055457354,2022102310,874,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14
"92",4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,7,44,0.0185918970964849,2022100206,2678,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"93",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,79,0.327115848660469,2022102301,1493,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23
"94",6,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,92,0.126142034307122,2022091111,1840,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
"95",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,30,0.949409955181181,2022091110,1868,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17
"96",3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16,42,0.515321850776672,2022091810,3232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"97",5,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,50,0.771443568170071,2022103003,2099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"98",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,9,84,0.0697695687413216,2022091107,2478,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13
"99",4,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,7,38,0.62836292013526,2022103011,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
"100",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,93,0.672505129128695,2022091806,388,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
"101",5,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,67,0.983387476764619,2022091106,2956,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"102",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,83,0.00538109079934657,2022100901,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15
"103",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,34,0.0232477830722928,2022092506,3191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
"104",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,51,0.626541744917631,2022092900,1672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"105",3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,35,0.218981425960859,2022103009,3501,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
"106",5,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,57,0.824369208887219,2022110606,287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
"107",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,66,0.586904797703028,2022110700,126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
"108",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,48,0.626201122999191,2022103011,2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
"109",5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,40,0.123579628765583,2022092512,3238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10
"110",5,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,8,86,0.158064812421799,2022091109,3568,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"111",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,78,0.203491782769561,2022091109,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26
"112",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,35,0.0909250490367413,2022091104,4197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26
"113",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,13,86,0.366779113188386,2022091500,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"114",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,83,0.555640704929829,2022103007,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
"115",4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,32,0.368801359087229,2022091104,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28
"116",5,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,10,35,0.759569272398949,2022102305,2493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"117",5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,66,0.00789016904309392,2022091803,2546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
"118",3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8,83,0.4515216127038,2022091113,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
"119",4,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,28,0.0117089501582086,2022091112,3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"120",3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,17,65,0.407871164381504,2022103000,2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
"121",5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,44,0.200101859867573,2022100207,3329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16
"122",4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,35,0.435275942087173,2022101604,157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12
